sep=;
RegNumber;Comp;Pos;Lap;LapTime;RaceTime;LapStat;SessNumber;Driver
6;CRAZYTRAIN;8;211;30963;6905860;;5;Мосесов Хачатур
2;PATYSSON;1;214;31034;6909297;;5;Андронова Элина
7;PHOENIX RT;5;212;31074;6914738;;5;И Роман
5;RAVE STORM;3;213;30939;6916690;;6;Иван Степанов
4;MKA GIRLS+1;6;212;32055;6918560;;6;Петров Дмитрий
8;MKA;2;214;30636;6919573;;5;Обросов Игорь
1;MKA2;7;212;31041;6923648;;6;Сугробов Константин
3;CEAT;4;213;31637;6931467;;5;Камарная Елена
6;CRAZYTRAIN;8;212;31196;6937056;;5;Мосесов Хачатур
2;PATYSSON;1;215;31004;6940301;;5;Андронова Элина
7;PHOENIX RT;5;213;30960;6945698;;5;И Роман
5;RAVE STORM;3;214;30936;6947626;;6;Иван Степанов
8;MKA;2;215;30867;6950440;;5;Обросов Игорь
4;MKA GIRLS+1;6;213;32559;6951119;;6;Петров Дмитрий
1;MKA2;7;213;31148;6954796;;6;Сугробов Константин
3;CEAT;4;214;31563;6963030;;5;Камарная Елена
6;CRAZYTRAIN;8;213;31131;6968187;;5;Мосесов Хачатур
2;PATYSSON;1;216;30873;6971174;;5;Андронова Элина
7;PHOENIX RT;5;214;31069;6976767;;5;И Роман
5;RAVE STORM;3;215;30940;6978566;;6;Иван Степанов
8;MKA;2;216;30632;6981072;;5;Обросов Игорь
4;MKA GIRLS+1;6;214;31913;6983032;;6;Петров Дмитрий
1;MKA2;7;214;30954;6985750;;6;Сугробов Константин
3;CEAT;4;215;31524;6994554;;5;Камарная Елена
6;CRAZYTRAIN;8;214;30775;6998962;;5;Мосесов Хачатур
2;PATYSSON;1;217;31089;7002263;;5;Андронова Элина
7;PHOENIX RT;5;215;31392;7008159;;5;И Роман
5;RAVE STORM;3;216;30932;7009498;;6;Иван Степанов
8;MKA;2;217;30594;7011666;;5;Обросов Игорь
4;MKA GIRLS+1;6;215;31817;7014849;;6;Петров Дмитрий
1;MKA2;7;215;31068;7016818;;6;Сугробов Константин
3;CEAT;4;216;31481;7026035;;5;Камарная Елена
6;CRAZYTRAIN;8;215;30802;7029764;;5;Мосесов Хачатур
2;PATYSSON;1;218;30926;7033189;;5;Андронова Элина
7;PHOENIX RT;5;216;31230;7039389;;5;И Роман
5;RAVE STORM;3;217;30880;7040378;;6;Иван Степанов
8;MKA;2;218;30593;7042259;;5;Обросов Игорь
4;MKA GIRLS+1;6;216;31755;7046604;;6;Петров Дмитрий
1;MKA2;7;216;31046;7047864;;6;Сугробов Константин
3;CEAT;4;217;31313;7057348;;5;Камарная Елена
6;CRAZYTRAIN;8;216;30997;7060761;;5;Мосесов Хачатур
2;PATYSSON;1;219;30899;7064088;;5;Андронова Элина
7;PHOENIX RT;5;217;31030;7070419;;5;И Роман
5;RAVE STORM;3;218;31021;7071399;;6;Иван Степанов
8;MKA;2;219;30593;7072852;;5;Обросов Игорь
4;MKA GIRLS+1;6;217;31692;7078296;;6;Петров Дмитрий
1;MKA2;7;217;30920;7078784;;6;Сугробов Константин
3;CEAT;4;218;31630;7088978;;5;Камарная Елена
6;CRAZYTRAIN;8;217;30698;7091459;;5;Мосесов Хачатур
2;PATYSSON;1;220;30980;7095068;;5;Андронова Элина
7;PHOENIX RT;5;218;31076;7101495;;5;И Роман
5;RAVE STORM;3;219;30863;7102262;;6;Иван Степанов
8;MKA;2;220;30597;7103449;;5;Обросов Игорь
1;MKA2;6;218;31003;7109787;;6;Сугробов Константин
4;MKA GIRLS+1;7;218;32626;7110922;LongLight;6;Петров Дмитрий
3;CEAT;4;219;31845;7120823;;5;Камарная Елена
6;CRAZYTRAIN;8;218;30966;7122425;;5;Мосесов Хачатур
2;PATYSSON;1;221;31082;7126150;;5;Андронова Элина
7;PHOENIX RT;5;219;31325;7132820;;5;И Роман
5;RAVE STORM;3;220;31055;7133317;;6;Иван Степанов
8;MKA;2;221;30721;7134170;;5;Обросов Игорь
1;MKA2;6;219;31037;7140824;;6;Сугробов Константин
4;MKA GIRLS+1;7;219;31622;7142544;;6;Петров Дмитрий
3;CEAT;4;220;31620;7152443;;5;Камарная Елена
6;CRAZYTRAIN;8;219;31171;7153596;;5;Мосесов Хачатур
2;PATYSSON;1;222;30845;7156995;;5;Андронова Элина
7;PHOENIX RT;5;220;31088;7163908;;5;И Роман
5;RAVE STORM;3;221;30973;7164290;;6;Иван Степанов
8;MKA;2;222;30651;7164821;;5;Обросов Игорь
1;MKA2;6;220;31147;7171971;;6;Сугробов Константин
4;MKA GIRLS+1;7;220;31562;7174106;;6;Петров Дмитрий
6;CRAZYTRAIN;8;220;30861;7184457;;5;Мосесов Хачатур
3;CEAT;4;221;32973;7185416;LongLight;5;Камарная Елена
2;PATYSSON;1;223;30841;7187836;;5;Андронова Элина
8;MKA;2;223;31083;7195904;LongLight;5;Обросов Игорь
5;RAVE STORM;3;222;32113;7196403;LongLight;6;Иван Степанов
7;PHOENIX RT;5;221;33055;7196963;LongLight;5;И Роман
1;MKA2;6;221;31180;7203151;;6;Сугробов Константин
4;MKA GIRLS+1;7;221;31530;7205636;;6;Петров Дмитрий
6;CRAZYTRAIN;8;221;31008;7215465;;5;Мосесов Хачатур
2;PATYSSON;1;224;31023;7218859;;5;Андронова Элина
8;MKA;2;224;30820;7226724;;5;Обросов Игорь
5;RAVE STORM;3;223;31006;7227409;;6;Иван Степанов
7;PHOENIX RT;4;222;31435;7228398;;5;И Роман
1;MKA2;5;222;31102;7234253;;6;Сугробов Константин
4;MKA GIRLS+1;6;222;31598;7237234;;6;Петров Дмитрий
6;CRAZYTRAIN;7;222;31002;7246467;;5;Мосесов Хачатур
2;PATYSSON;1;225;30828;7249687;;5;Андронова Элина
3;CEAT;8;222;65513;7250929;PitUser;5;Камарная Елена
5;RAVE STORM;3;224;31156;7258565;;6;Иван Степанов
7;PHOENIX RT;4;223;31379;7259777;;5;И Роман
1;MKA2;5;223;31297;7265550;;6;Сугробов Константин
4;MKA GIRLS+1;6;223;31686;7268920;;6;Петров Дмитрий
6;CRAZYTRAIN;7;223;31115;7277582;;5;Мосесов Хачатур
2;PATYSSON;1;226;30848;7280535;;5;Андронова Элина
3;CEAT;8;223;31977;7282906;;6;Толкачев Максим
5;RAVE STORM;2;225;30896;7289461;;6;Иван Степанов
8;MKA;3;225;63899;7290623;PitUser;5;Обросов Игорь
1;MKA2;4;224;31088;7296638;;6;Сугробов Константин
4;MKA GIRLS+1;5;224;31603;7300523;;6;Петров Дмитрий
6;CRAZYTRAIN;6;224;30866;7308448;;5;Мосесов Хачатур
2;PATYSSON;1;227;30902;7311437;;5;Андронова Элина
3;CEAT;7;224;31799;7314705;;6;Толкачев Максим
5;RAVE STORM;2;226;30758;7320219;;6;Иван Степанов
8;MKA;3;226;31981;7322604;;6;Томбасов Артем
7;PHOENIX RT;8;224;65646;7325423;PitUser;5;И Роман
1;MKA2;4;225;31011;7327649;;6;Сугробов Константин
4;MKA GIRLS+1;5;225;31707;7332230;;6;Петров Дмитрий
2;PATYSSON;1;228;31018;7342455;;5;Андронова Элина
3;CEAT;6;225;31695;7346400;;6;Толкачев Максим
5;RAVE STORM;2;227;30897;7351116;;6;Иван Степанов
8;MKA;3;227;31353;7353957;;6;Томбасов Артем
7;PHOENIX RT;7;225;31598;7357021;;6;Маркус Михаил
1;MKA2;4;226;30999;7358648;;6;Сугробов Константин
4;MKA GIRLS+1;5;226;31724;7363954;;6;Петров Дмитрий
2;PATYSSON;1;229;31017;7373472;;5;Андронова Элина
6;CRAZYTRAIN;8;225;65594;7374042;PitUser;5;Мосесов Хачатур
3;CEAT;6;226;31625;7378025;;6;Толкачев Максим
8;MKA;2;228;31456;7385413;;6;Томбасов Артем
7;PHOENIX RT;7;226;31558;7388579;;6;Маркус Михаил
1;MKA2;4;227;31041;7389689;;6;Сугробов Константин
4;MKA GIRLS+1;5;227;31657;7395611;;6;Петров Дмитрий
6;CRAZYTRAIN;8;226;31699;7405741;;6;Шамаев Дмитрий
3;CEAT;6;227;31594;7409619;;6;Толкачев Максим
5;RAVE STORM;3;228;65190;7416306;PitUser;6;Иван Степанов
8;MKA;2;229;31550;7416963;;6;Томбасов Артем
7;PHOENIX RT;7;227;31179;7419758;;6;Маркус Михаил
1;MKA2;4;228;31176;7420865;;6;Сугробов Константин
4;MKA GIRLS+1;5;228;31724;7427335;;6;Петров Дмитрий
6;CRAZYTRAIN;8;227;31700;7437441;;6;Шамаев Дмитрий
3;CEAT;6;228;31495;7441114;;6;Толкачев Максим
2;PATYSSON;1;230;72936;7446408;PitUser;5;Андронова Элина
5;RAVE STORM;3;229;31688;7447994;LongLight;7;Леся Ващук
8;MKA;2;230;31512;7448475;;6;Томбасов Артем
7;PHOENIX RT;7;228;31071;7450829;;6;Маркус Михаил
1;MKA2;4;229;31064;7451929;;6;Сугробов Константин
6;CRAZYTRAIN;8;228;31480;7468921;;6;Шамаев Дмитрий
3;CEAT;5;229;31470;7472584;;6;Толкачев Максим
2;PATYSSON;1;231;31631;7478039;LongLight;6;Рубасов Давид
5;RAVE STORM;3;230;31201;7479195;Fight;7;Леся Ващук
8;MKA;2;231;31474;7479949;;6;Томбасов Артем
7;PHOENIX RT;6;229;31208;7482037;;6;Маркус Михаил
1;MKA2;4;230;30970;7482899;;6;Сугробов Константин
4;MKA GIRLS+1;7;229;65891;7493226;PitUser;6;Петров Дмитрий
6;CRAZYTRAIN;8;229;31598;7500519;;6;Шамаев Дмитрий
3;CEAT;5;230;31480;7504064;;6;Толкачев Максим
2;PATYSSON;1;232;31251;7509290;;6;Рубасов Давид
5;RAVE STORM;3;231;31273;7510468;Fight;7;Леся Ващук
8;MKA;2;232;31383;7511332;;6;Томбасов Артем
7;PHOENIX RT;6;230;31064;7513101;;6;Маркус Михаил
1;MKA2;4;231;31047;7513946;;6;Сугробов Константин
4;MKA GIRLS+1;7;230;31465;7524691;;7;Магуайр Зоя
6;CRAZYTRAIN;8;230;31375;7531894;;6;Шамаев Дмитрий
3;CEAT;5;231;31399;7535463;;6;Толкачев Максим
2;PATYSSON;1;233;31162;7540452;;6;Рубасов Давид
5;RAVE STORM;3;232;31096;7541564;;7;Леся Ващук
8;MKA;2;233;31283;7542615;;6;Томбасов Артем
7;PHOENIX RT;6;231;31367;7544468;;6;Маркус Михаил
1;MKA2;4;232;31025;7544971;;6;Сугробов Константин
4;MKA GIRLS+1;7;231;31530;7556221;;7;Магуайр Зоя
6;CRAZYTRAIN;8;231;31430;7563324;;6;Шамаев Дмитрий
3;CEAT;5;232;31281;7566744;;6;Толкачев Максим
2;PATYSSON;1;234;31283;7571735;;6;Рубасов Давид
5;RAVE STORM;3;233;31230;7572794;Fight;7;Леся Ващук
8;MKA;2;234;31708;7574323;;6;Томбасов Артем
1;MKA2;4;233;31253;7576224;;6;Сугробов Константин
7;PHOENIX RT;6;232;32159;7576627;LongLight;6;Маркус Михаил
4;MKA GIRLS+1;7;232;31115;7587336;;7;Магуайр Зоя
6;CRAZYTRAIN;8;232;31244;7594568;;6;Шамаев Дмитрий
3;CEAT;5;233;31445;7598189;;6;Толкачев Максим
2;PATYSSON;1;235;31170;7602905;;6;Рубасов Давид
5;RAVE STORM;3;234;31102;7603896;;7;Леся Ващук
8;MKA;2;235;31112;7605435;;6;Томбасов Артем
1;MKA2;4;234;31136;7607360;;6;Сугробов Константин
7;PHOENIX RT;6;233;31146;7607773;;6;Маркус Михаил
4;MKA GIRLS+1;7;233;31218;7618554;;7;Магуайр Зоя
6;CRAZYTRAIN;8;233;31417;7625985;;6;Шамаев Дмитрий
3;CEAT;5;234;31503;7629692;;6;Толкачев Максим
2;PATYSSON;1;236;31093;7633998;;6;Рубасов Давид
5;RAVE STORM;3;235;31190;7635086;;7;Леся Ващук
8;MKA;2;236;31301;7636736;;6;Томбасов Артем
1;MKA2;4;235;31080;7638440;;6;Сугробов Константин
7;PHOENIX RT;6;234;31049;7638822;;6;Маркус Михаил
4;MKA GIRLS+1;7;234;31108;7649662;;7;Магуайр Зоя
6;CRAZYTRAIN;8;234;31248;7657233;;6;Шамаев Дмитрий
3;CEAT;5;235;31488;7661180;;6;Толкачев Максим
2;PATYSSON;1;237;31225;7665223;;6;Рубасов Давид
5;RAVE STORM;3;236;31354;7666440;Fight;7;Леся Ващук
8;MKA;2;237;31388;7668124;;6;Томбасов Артем
1;MKA2;4;236;31119;7669559;;6;Сугробов Константин
7;PHOENIX RT;6;235;31044;7669866;;6;Маркус Михаил
4;MKA GIRLS+1;7;235;31225;7680887;;7;Магуайр Зоя
6;CRAZYTRAIN;8;235;31337;7688570;;6;Шамаев Дмитрий
3;CEAT;5;236;31395;7692575;;6;Толкачев Максим
2;PATYSSON;1;238;31154;7696377;;6;Рубасов Давид
5;RAVE STORM;3;237;31120;7697560;;7;Леся Ващук
8;MKA;2;238;31198;7699322;;6;Томбасов Артем
1;MKA2;4;237;31132;7700691;;6;Сугробов Константин
4;MKA GIRLS+1;6;236;31033;7711920;;7;Магуайр Зоя
6;CRAZYTRAIN;7;236;31162;7719732;;6;Шамаев Дмитрий
3;CEAT;5;237;31289;7723864;;6;Толкачев Максим
2;PATYSSON;1;239;31082;7727459;;6;Рубасов Давид
5;RAVE STORM;3;238;31087;7728647;;7;Леся Ващук
8;MKA;2;239;31531;7730853;;6;Томбасов Артем
7;PHOENIX RT;8;236;66829;7736695;PitUser;6;Маркус Михаил
4;MKA GIRLS+1;6;237;31255;7743175;;7;Магуайр Зоя
6;CRAZYTRAIN;7;237;31354;7751086;;6;Шамаев Дмитрий
3;CEAT;4;238;31409;7755273;;6;Толкачев Максим
2;PATYSSON;1;240;31054;7758513;;6;Рубасов Давид
5;RAVE STORM;3;239;31156;7759803;;7;Леся Ващук
8;MKA;2;240;31337;7762190;;6;Томбасов Артем
1;MKA2;5;238;67345;7768036;PitUser;6;Сугробов Константин
7;PHOENIX RT;8;237;32528;7769223;;7;Охрименко Павел
4;MKA GIRLS+1;6;238;30920;7774095;;7;Магуайр Зоя
6;CRAZYTRAIN;7;238;31275;7782361;;6;Шамаев Дмитрий
3;CEAT;4;239;31527;7786800;;6;Толкачев Максим
2;PATYSSON;1;241;31054;7789567;;6;Рубасов Давид
5;RAVE STORM;3;240;31127;7790930;;7;Леся Ващук
8;MKA;2;241;31121;7793311;;6;Томбасов Артем
1;MKA2;5;239;31610;7799646;;7;Сидельников Андрей
7;PHOENIX RT;8;238;31638;7800861;;7;Охрименко Павел
4;MKA GIRLS+1;6;239;30918;7805013;;7;Магуайр Зоя
6;CRAZYTRAIN;7;239;31418;7813779;;6;Шамаев Дмитрий
3;CEAT;4;240;31396;7818196;;6;Толкачев Максим
2;PATYSSON;1;242;31086;7820653;;6;Рубасов Давид
5;RAVE STORM;3;241;30894;7821824;;7;Леся Ващук
8;MKA;2;242;31322;7824633;;6;Томбасов Артем
1;MKA2;5;240;31342;7830988;;7;Сидельников Андрей
7;PHOENIX RT;8;239;31838;7832699;;7;Охрименко Павел
4;MKA GIRLS+1;6;240;31000;7836013;;7;Магуайр Зоя
6;CRAZYTRAIN;7;240;31170;7844949;;6;Шамаев Дмитрий
3;CEAT;4;241;31603;7849799;;6;Толкачев Максим
2;PATYSSON;1;243;30933;7851586;;6;Рубасов Давид
5;RAVE STORM;3;242;31181;7853005;;7;Леся Ващук
8;MKA;2;243;31164;7855797;;6;Томбасов Артем
1;MKA2;5;241;31338;7862326;;7;Сидельников Андрей
7;PHOENIX RT;8;240;31463;7864162;;7;Охрименко Павел
4;MKA GIRLS+1;6;241;31138;7867151;;7;Магуайр Зоя
6;CRAZYTRAIN;7;241;31263;7876212;;6;Шамаев Дмитрий
3;CEAT;4;242;31168;7880967;;6;Толкачев Максим
2;PATYSSON;1;244;31117;7882703;;6;Рубасов Давид
5;RAVE STORM;3;243;31073;7884078;;7;Леся Ващук
8;MKA;2;244;31117;7886914;;6;Томбасов Артем
1;MKA2;5;242;31398;7893724;;7;Сидельников Андрей
7;PHOENIX RT;8;241;31201;7895363;;7;Охрименко Павел
4;MKA GIRLS+1;6;242;31010;7898161;;7;Магуайр Зоя
6;CRAZYTRAIN;7;242;31365;7907577;;6;Шамаев Дмитрий
3;CEAT;4;243;31471;7912438;;6;Толкачев Максим
2;PATYSSON;1;245;31186;7913889;;6;Рубасов Давид
5;RAVE STORM;3;244;31143;7915221;;7;Леся Ващук
8;MKA;2;245;31284;7918198;;6;Томбасов Артем
1;MKA2;5;243;31182;7924906;;7;Сидельников Андрей
7;PHOENIX RT;8;242;31346;7926709;;7;Охрименко Павел
4;MKA GIRLS+1;6;243;31088;7929249;;7;Магуайр Зоя
6;CRAZYTRAIN;7;243;31215;7938792;;6;Шамаев Дмитрий
3;CEAT;4;244;31248;7943686;;6;Толкачев Максим
2;PATYSSON;1;246;31010;7944899;;6;Рубасов Давид
5;RAVE STORM;3;245;31094;7946315;;7;Леся Ващук
8;MKA;2;246;31033;7949231;;6;Томбасов Артем
1;MKA2;5;244;31346;7956252;;7;Сидельников Андрей
7;PHOENIX RT;8;243;31053;7957762;;7;Охрименко Павел
4;MKA GIRLS+1;6;244;31219;7960468;;7;Магуайр Зоя
6;CRAZYTRAIN;7;244;31317;7970109;;6;Шамаев Дмитрий
3;CEAT;4;245;31336;7975022;;6;Толкачев Максим
2;PATYSSON;1;247;30950;7975849;;6;Рубасов Давид
5;RAVE STORM;3;246;30857;7977172;;7;Леся Ващук
8;MKA;2;247;31114;7980345;;6;Томбасов Артем
1;MKA2;5;245;30997;7987249;;7;Сидельников Андрей
7;PHOENIX RT;8;244;31084;7988846;;7;Охрименко Павел
4;MKA GIRLS+1;6;245;31038;7991506;;7;Магуайр Зоя
6;CRAZYTRAIN;7;245;31121;8001230;;6;Шамаев Дмитрий
3;CEAT;4;246;31258;8006280;;6;Толкачев Максим
2;PATYSSON;1;248;30913;8006762;;6;Рубасов Давид
5;RAVE STORM;3;247;31140;8008312;;7;Леся Ващук
8;MKA;2;248;31218;8011563;;6;Томбасов Артем
1;MKA2;5;246;31081;8018330;;7;Сидельников Андрей
7;PHOENIX RT;8;245;31236;8020082;;7;Охрименко Павел
4;MKA GIRLS+1;6;246;31003;8022509;;7;Магуайр Зоя
6;CRAZYTRAIN;7;246;31302;8032532;;6;Шамаев Дмитрий
2;PATYSSON;1;249;30885;8037647;;6;Рубасов Давид
3;CEAT;4;247;32170;8038450;LongLight;6;Толкачев Максим
5;RAVE STORM;3;248;31125;8039437;;7;Леся Ващук
8;MKA;2;249;31308;8042871;;6;Томбасов Артем
1;MKA2;5;247;31160;8049490;;7;Сидельников Андрей
7;PHOENIX RT;8;246;31266;8051348;;7;Охрименко Павел
4;MKA GIRLS+1;6;247;30976;8053485;;7;Магуайр Зоя
6;CRAZYTRAIN;7;247;31230;8063762;;6;Шамаев Дмитрий
2;PATYSSON;1;250;31031;8068678;;6;Рубасов Давид
3;CEAT;4;248;31448;8069898;;6;Толкачев Максим
5;RAVE STORM;3;249;31071;8070508;;7;Леся Ващук
8;MKA;2;250;31186;8074057;;6;Томбасов Артем
1;MKA2;5;248;31015;8080505;;7;Сидельников Андрей
7;PHOENIX RT;8;247;30909;8082257;;7;Охрименко Павел
4;MKA GIRLS+1;6;248;30874;8084359;;7;Магуайр Зоя
6;CRAZYTRAIN;7;248;31383;8095145;;6;Шамаев Дмитрий
2;PATYSSON;1;251;30939;8099617;;6;Рубасов Давид
3;CEAT;4;249;31341;8101239;;6;Толкачев Максим
5;RAVE STORM;3;250;31057;8101565;;7;Леся Ващук
8;MKA;2;251;31283;8105340;;6;Томбасов Артем
1;MKA2;5;249;31052;8111557;;7;Сидельников Андрей
7;PHOENIX RT;8;248;31256;8113513;;7;Охрименко Павел
4;MKA GIRLS+1;6;249;30908;8115267;;7;Магуайр Зоя
6;CRAZYTRAIN;7;249;31312;8126457;;6;Шамаев Дмитрий
2;PATYSSON;1;252;30815;8130432;;6;Рубасов Давид
5;RAVE STORM;3;251;31140;8132705;;7;Леся Ващук
3;CEAT;4;250;32170;8133409;LongLight;6;Толкачев Максим
8;MKA;2;252;31002;8136342;;6;Томбасов Артем
1;MKA2;5;250;30959;8142516;;7;Сидельников Андрей
7;PHOENIX RT;8;249;31279;8144792;;7;Охрименко Павел
4;MKA GIRLS+1;6;250;30758;8146025;;7;Магуайр Зоя
6;CRAZYTRAIN;7;250;31201;8157658;;6;Шамаев Дмитрий
2;PATYSSON;1;253;30892;8161324;;6;Рубасов Давид
5;RAVE STORM;3;252;31013;8163718;;7;Леся Ващук
3;CEAT;4;251;31333;8164742;;6;Толкачев Максим
8;MKA;2;253;31189;8167531;;6;Томбасов Артем
1;MKA2;5;251;30958;8173474;;7;Сидельников Андрей
7;PHOENIX RT;8;250;31249;8176041;;7;Охрименко Павел
4;MKA GIRLS+1;6;251;30980;8177005;;7;Магуайр Зоя
6;CRAZYTRAIN;7;251;31296;8188954;;6;Шамаев Дмитрий
2;PATYSSON;1;254;30877;8192201;;6;Рубасов Давид
5;RAVE STORM;3;253;31085;8194803;;7;Леся Ващук
3;CEAT;4;252;31204;8195946;;6;Толкачев Максим
8;MKA;2;254;31182;8198713;;6;Томбасов Артем
1;MKA2;5;252;30966;8204440;;7;Сидельников Андрей
7;PHOENIX RT;8;251;31211;8207252;;7;Охрименко Павел
4;MKA GIRLS+1;6;252;30911;8207916;;7;Магуайр Зоя
6;CRAZYTRAIN;7;252;31256;8220210;;6;Шамаев Дмитрий
2;PATYSSON;1;255;30920;8223121;;6;Рубасов Давид
5;RAVE STORM;3;254;31070;8225873;;7;Леся Ващук
3;CEAT;4;253;31173;8227119;;6;Толкачев Максим
8;MKA;2;255;31134;8229847;;6;Томбасов Артем
1;MKA2;5;253;31064;8235504;;7;Сидельников Андрей
4;MKA GIRLS+1;6;253;30997;8238913;;7;Магуайр Зоя
7;PHOENIX RT;8;252;32141;8239393;LongLight;7;Охрименко Павел
6;CRAZYTRAIN;7;253;31281;8251491;;6;Шамаев Дмитрий
2;PATYSSON;1;256;30965;8254086;;6;Рубасов Давид
5;RAVE STORM;3;255;31160;8257033;;7;Леся Ващук
3;CEAT;4;254;31282;8258401;;6;Толкачев Максим
8;MKA;2;256;31070;8260917;;6;Томбасов Артем
1;MKA2;5;254;31025;8266529;;7;Сидельников Андрей
4;MKA GIRLS+1;6;254;30917;8269830;;7;Магуайр Зоя
7;PHOENIX RT;8;253;31025;8270418;;7;Охрименко Павел
6;CRAZYTRAIN;7;254;31211;8282702;;6;Шамаев Дмитрий
2;PATYSSON;1;257;30876;8284962;;6;Рубасов Давид
5;RAVE STORM;3;256;31085;8288118;;7;Леся Ващук
3;CEAT;4;255;31131;8289532;;6;Толкачев Максим
8;MKA;2;257;31189;8292106;;6;Томбасов Артем
1;MKA2;5;255;30931;8297460;;7;Сидельников Андрей
4;MKA GIRLS+1;6;255;30944;8300774;;7;Магуайр Зоя
7;PHOENIX RT;8;254;31001;8301419;;7;Охрименко Павел
6;CRAZYTRAIN;7;255;31216;8313918;;6;Шамаев Дмитрий
2;PATYSSON;1;258;30990;8315952;;6;Рубасов Давид
5;RAVE STORM;3;257;31201;8319319;Fight;7;Леся Ващук
3;CEAT;4;256;31373;8320905;;6;Толкачев Максим
8;MKA;2;258;31159;8323265;;6;Томбасов Артем
1;MKA2;5;256;31063;8328523;;7;Сидельников Андрей
4;MKA GIRLS+1;6;256;30822;8331596;;7;Магуайр Зоя
7;PHOENIX RT;8;255;31116;8332535;;7;Охрименко Павел
6;CRAZYTRAIN;7;256;31224;8345142;;6;Шамаев Дмитрий
2;PATYSSON;1;259;30847;8346799;;6;Рубасов Давид
5;RAVE STORM;3;258;30972;8350291;;7;Леся Ващук
3;CEAT;4;257;31351;8352256;;6;Толкачев Максим
8;MKA;2;259;31227;8354492;;6;Томбасов Артем
1;MKA2;5;257;30949;8359472;;7;Сидельников Андрей
4;MKA GIRLS+1;6;257;30983;8362579;;7;Магуайр Зоя
7;PHOENIX RT;8;256;30847;8363382;;7;Охрименко Павел
6;CRAZYTRAIN;7;257;31146;8376288;;6;Шамаев Дмитрий
2;PATYSSON;1;260;30986;8377785;;6;Рубасов Давид
5;RAVE STORM;3;259;31060;8381351;;7;Леся Ващук
3;CEAT;4;258;31261;8383517;;6;Толкачев Максим
8;MKA;2;260;31351;8385843;;6;Томбасов Артем
1;MKA2;5;258;31171;8390643;;7;Сидельников Андрей
4;MKA GIRLS+1;6;258;30879;8393458;;7;Магуайр Зоя
7;PHOENIX RT;8;257;31174;8394556;;7;Охрименко Павел
6;CRAZYTRAIN;7;258;31536;8407824;;6;Шамаев Дмитрий
2;PATYSSON;1;261;31005;8408790;;6;Рубасов Давид
5;RAVE STORM;3;260;30978;8412329;;7;Леся Ващук
3;CEAT;4;259;31237;8414754;;6;Толкачев Максим
8;MKA;2;261;31194;8417037;;6;Томбасов Артем
1;MKA2;5;259;31074;8421717;;7;Сидельников Андрей
4;MKA GIRLS+1;6;259;30875;8424333;;7;Магуайр Зоя
7;PHOENIX RT;8;258;30888;8425444;;7;Охрименко Павел
2;PATYSSON;1;262;30828;8439618;;6;Рубасов Давид
5;RAVE STORM;3;261;31036;8443365;;7;Леся Ващук
3;CEAT;4;260;31462;8446216;;6;Толкачев Максим
8;MKA;2;262;31086;8448123;;6;Томбасов Артем
1;MKA2;5;260;31140;8452857;;7;Сидельников Андрей
4;MKA GIRLS+1;6;260;30810;8455143;;7;Магуайр Зоя
7;PHOENIX RT;7;259;31222;8456666;;7;Охрименко Павел
2;PATYSSON;1;263;30954;8470572;;6;Рубасов Давид
6;CRAZYTRAIN;8;259;66134;8473958;PitUser;6;Шамаев Дмитрий
5;RAVE STORM;3;262;30878;8474243;;7;Леся Ващук
8;MKA;2;263;31291;8479414;;6;Томбасов Артем
1;MKA2;4;261;31034;8483891;;7;Сидельников Андрей
4;MKA GIRLS+1;5;261;30919;8486062;;7;Магуайр Зоя
7;PHOENIX RT;7;260;30885;8487551;;7;Охрименко Павел
5;RAVE STORM;3;263;30999;8505242;;7;Леся Ващук
6;CRAZYTRAIN;8;260;34171;8508129;;7;Турецкий Михаил
8;MKA;1;264;31368;8510782;;6;Томбасов Артем
3;CEAT;6;261;66003;8512219;PitUser;6;Толкачев Максим
1;MKA2;4;262;31169;8515060;;7;Сидельников Андрей
4;MKA GIRLS+1;5;262;31068;8517130;;7;Магуайр Зоя
7;PHOENIX RT;7;261;31275;8518826;;7;Охрименко Павел
5;RAVE STORM;2;264;31111;8536353;;7;Леся Ващук
6;CRAZYTRAIN;8;261;32370;8540499;;7;Турецкий Михаил
3;CEAT;6;262;31727;8543946;;7;Кузнецов Антон
2;PATYSSON;3;264;75178;8545750;PitUser;6;Рубасов Давид
1;MKA2;4;263;30925;8545985;;7;Сидельников Андрей
4;MKA GIRLS+1;5;263;30927;8548057;;7;Магуайр Зоя
7;PHOENIX RT;7;262;31446;8550272;;7;Охрименко Павел
5;RAVE STORM;1;265;31107;8567460;;7;Леся Ващук
6;CRAZYTRAIN;8;262;32053;8572552;;7;Турецкий Михаил
3;CEAT;6;263;31444;8575390;;7;Кузнецов Антон
1;MKA2;4;264;30959;8576944;;7;Сидельников Андрей
2;PATYSSON;2;265;32509;8578259;;7;Надешкин Антон
4;MKA GIRLS+1;5;264;30860;8578917;;7;Магуайр Зоя
8;MKA;3;265;68577;8579359;PitUser;6;Томбасов Артем
7;PHOENIX RT;7;263;31089;8581361;;7;Охрименко Павел
5;RAVE STORM;1;266;31028;8598488;;7;Леся Ващук
6;CRAZYTRAIN;8;263;32242;8604794;;7;Турецкий Михаил
3;CEAT;6;264;31485;8606875;;7;Кузнецов Антон
1;MKA2;4;265;30969;8607913;;7;Сидельников Андрей
2;PATYSSON;2;266;31219;8609478;;7;Надешкин Антон
